DateTime,YRPW_Q_daily_cfs
1980-07-31,
1980-08-01,
1980-08-02,
1980-08-03,
1980-08-04,
1980-08-05,
1980-08-06,
1980-08-07,
1980-08-08,
1980-08-09,
1980-08-10,
1980-08-11,
1980-08-12,
1980-08-13,
1980-08-14,
1980-08-15,
1980-08-16,
1980-08-17,
1980-08-18,
1980-08-19,
1980-08-20,
1980-08-21,
1980-08-22,
1980-08-23,
1980-08-24,
1980-08-25,
1980-08-26,
1980-08-27,
1980-08-28,
1980-08-29,
1980-08-30,
1980-08-31,
1980-09-01,
1980-09-02,
1980-09-03,
1980-09-04,
1980-09-05,
1980-09-06,
1980-09-07,
1980-09-08,
1980-09-09,
1980-09-10,
1980-09-11,
1980-09-12,
1980-09-13,
1980-09-14,
1980-09-15,
1980-09-16,
1980-09-17,
1980-09-18,
1980-09-19,
1980-09-20,
1980-09-21,
1980-09-22,
1980-09-23,
1980-09-24,
1980-09-25,
1980-09-26,
1980-09-27,
1980-09-28,
1980-09-29,
1980-09-30,
1980-10-01,1126.00
1980-10-02,1469.00
1980-10-03,1131.00
1980-10-04,1027.00
1980-10-05,968.00
1980-10-06,891.00
1980-10-07,853.00
1980-10-08,755.00
1980-10-09,747.00
1980-10-10,784.00
1980-10-11,844.00
1980-10-12,906.00
1980-10-13,970.00
1980-10-14,1117.00
1980-10-15,1306.00
1980-10-16,2123.00
1980-10-17,2051.00
1980-10-18,1808.00
1980-10-19,1632.00
1980-10-20,1561.00
1980-10-21,1838.00
1980-10-22,2246.00
1980-10-23,2204.00
1980-10-24,2124.00
1980-10-25,2124.00
1980-10-26,2095.00
1980-10-27,2079.00
1980-10-28,2044.00
1980-10-29,2041.00
1980-10-30,1986.00
1980-10-31,1949.00
1980-11-01,1973.00
1980-11-02,1986.00
1980-11-03,2005.00
1980-11-04,2077.00
1980-11-05,2064.00
1980-11-06,2101.00
1980-11-07,2166.00
1980-11-08,2745.00
1980-11-09,3638.00
1980-11-10,3528.00
1980-11-11,3082.00
1980-11-12,2800.00
1980-11-13,2690.00
1980-11-14,2483.00
1980-11-15,2377.00
1980-11-16,2354.00
1980-11-17,2350.00
1980-11-18,2349.00
1980-11-19,2235.00
1980-11-20,2189.00
1980-11-21,2206.00
1980-11-22,2179.00
1980-11-23,2678.00
1980-11-24,2825.00
1980-11-25,2478.00
1980-11-26,1918.00
1980-11-27,1724.00
1980-11-28,1516.00
1980-11-29,1690.00
1980-11-30,1764.00
1980-12-01,1661.00
1980-12-02,1545.00
1980-12-03,1575.00
1980-12-04,2078.00
1980-12-05,1817.00
1980-12-06,1424.00
1980-12-07,1257.00
1980-12-08,1106.00
1980-12-09,1080.00
1980-12-10,1044.00
1980-12-11,1028.00
1980-12-12,1114.00
1980-12-13,1324.00
1980-12-14,1408.00
1980-12-15,1432.00
1980-12-16,1963.00
1980-12-17,3364.00
1980-12-18,3569.00
1980-12-19,3318.00
1980-12-20,2878.00
1980-12-21,2579.00
1980-12-22,2730.00
1980-12-23,3188.00
1980-12-24,3720.00
1980-12-25,6319.00
1980-12-26,11296.00
1980-12-27,19188.00
1980-12-28,23082.00
1980-12-29,19210.00
1980-12-30,14079.00
1980-12-31,12083.00
1981-01-01,11520.00
1981-01-02,9976.00
1981-01-03,8543.00
1981-01-04,7447.00
1981-01-05,6575.00
1981-01-06,5876.00
1981-01-07,5443.00
1981-01-08,4952.00
1981-01-09,4675.00
1981-01-10,4281.00
1981-01-11,3906.00
1981-01-12,3710.00
1981-01-13,3539.00
1981-01-14,3286.00
1981-01-15,3088.00
1981-01-16,2991.00
1981-01-17,2824.00
1981-01-18,2718.00
1981-01-19,2691.00
1981-01-20,2594.00
1981-01-21,2519.00
1981-01-22,2362.00
1981-01-23,2362.00
1981-01-24,2351.00
1981-01-25,2279.00
1981-01-26,2208.00
1981-01-27,2153.00
1981-01-28,2165.00
1981-01-29,2208.00
1981-01-30,2372.00
1981-01-31,2237.00
1981-02-01,2084.00
1981-02-02,1935.00
1981-02-03,1893.00
1981-02-04,1882.00
1981-02-05,1731.00
1981-02-06,1470.00
1981-02-07,1403.00
1981-02-08,1314.00
1981-02-09,1288.00
1981-02-10,1272.00
1981-02-11,1108.00
1981-02-12,1018.00
1981-02-13,1432.00
1981-02-14,2162.00
1981-02-15,2329.00
1981-02-16,2580.00
1981-02-17,4570.00
1981-02-18,8602.00
1981-02-19,10084.00
1981-02-20,12410.00
1981-02-21,14104.00
1981-02-22,11508.00
1981-02-23,9018.00
1981-02-24,7432.00
1981-02-25,6782.00
1981-02-26,6467.00
1981-02-27,6511.00
1981-02-28,5448.00
1981-03-01,4650.00
1981-03-02,4370.00
1981-03-03,4190.00
1981-03-04,4014.00
1981-03-05,3960.00
1981-03-06,3870.00
1981-03-07,3546.00
1981-03-08,3546.00
1981-03-09,3208.00
1981-03-10,2882.00
1981-03-11,2550.00
1981-03-12,2522.00
1981-03-13,2745.00
1981-03-14,3142.00
1981-03-15,3564.00
1981-03-16,3816.00
1981-03-17,3852.00
1981-03-18,3847.00
1981-03-19,3246.00
1981-03-20,2780.00
1981-03-21,2388.00
1981-03-22,2175.00
1981-03-23,1742.00
1981-03-24,1500.00
1981-03-25,1403.00
1981-03-26,1220.00
1981-03-27,1220.00
1981-03-28,1263.00
1981-03-29,1288.00
1981-03-30,1238.00
1981-03-31,1092.00
1981-04-01,1100.00
1981-04-02,1010.00
1981-04-03,916.00
1981-04-04,786.00
1981-04-05,688.00
1981-04-06,604.00
1981-04-07,520.00
1981-04-08,452.00
1981-04-09,385.00
1981-04-10,308.00
1981-04-11,198.00
1981-04-12,132.00
1981-04-13,124.00
1981-04-14,31.00
1981-04-15,85.00
1981-04-16,108.00
1981-04-17,204.00
1981-04-18,174.00
1981-04-19,234.00
1981-04-20,354.00
1981-04-21,362.00
1981-04-22,140.00
1981-04-23,273.00
1981-04-24,881.00
1981-04-25,944.00
1981-04-26,628.00
1981-04-27,291.00
1981-04-28,126.00
1981-04-29,285.00
1981-04-30,1623.00
1981-05-01,3924.00
1981-05-02,3942.00
1981-05-03,3290.00
1981-05-04,2685.00
1981-05-05,2062.00
1981-05-06,1115.00
1981-05-07,500.00
1981-05-08,240.00
1981-05-09,213.00
1981-05-10,201.00
1981-05-11,328.00
1981-05-12,403.00
1981-05-13,308.00
1981-05-14,228.00
1981-05-15,316.00
1981-05-16,646.00
1981-05-17,700.00
1981-05-18,586.00
1981-05-19,622.00
1981-05-20,923.00
1981-05-21,1062.00
1981-05-22,766.00
1981-05-23,658.00
1981-05-24,616.00
1981-05-25,646.00
1981-05-26,1032.00
1981-05-27,1220.00
1981-05-28,874.00
1981-05-29,598.00
1981-05-30,412.00
1981-05-31,358.00
1981-06-01,385.00
1981-06-02,385.00
1981-06-03,520.00
1981-06-04,462.00
1981-06-05,316.00
1981-06-06,412.00
1981-06-07,580.00
1981-06-08,799.00
1981-06-09,1115.00
1981-06-10,1374.00
1981-06-11,1131.00
1981-06-12,909.00
1981-06-13,766.00
1981-06-14,754.00
1981-06-15,700.00
1981-06-16,610.00
1981-06-17,485.00
1981-06-18,525.00
1981-06-19,475.00
1981-06-20,426.00
1981-06-21,616.00
1981-06-22,724.00
1981-06-23,670.00
1981-06-24,480.00
1981-06-25,270.00
1981-06-26,198.00
1981-06-27,237.00
1981-06-28,255.00
1981-06-29,240.00
1981-06-30,255.00
1981-07-01,158.00
1981-07-02,195.00
1981-07-03,255.00
1981-07-04,249.00
1981-07-05,210.00
1981-07-06,354.00
1981-07-07,760.00
1981-07-08,622.00
1981-07-09,604.00
1981-07-10,574.00
1981-07-11,530.00
1981-07-12,515.00
1981-07-13,503.00
1981-07-14,490.00
1981-07-15,676.00
1981-07-16,495.00
1981-07-17,300.00
1981-07-18,294.00
1981-07-19,448.00
1981-07-20,520.00
1981-07-21,448.00
1981-07-22,282.00
1981-07-23,201.00
1981-07-24,152.00
1981-07-25,128.00
1981-07-26,246.00
1981-07-27,367.00
1981-07-28,344.00
1981-07-29,231.00
1981-07-30,142.00
1981-07-31,174.00
1981-08-01,282.00
1981-08-02,285.00
1981-08-03,282.00
1981-08-04,279.00
1981-08-05,267.00
1981-08-06,180.00
1981-08-07,148.00
1981-08-08,146.00
1981-08-09,142.00
1981-08-10,142.00
1981-08-11,160.00
1981-08-12,201.00
1981-08-13,186.00
1981-08-14,150.00
1981-08-15,108.00
1981-08-16,130.00
1981-08-17,162.00
1981-08-18,201.00
1981-08-19,146.00
1981-08-20,183.00
1981-08-21,336.00
1981-08-22,515.00
1981-08-23,510.00
1981-08-24,430.00
1981-08-25,394.00
1981-08-26,390.00
1981-08-27,394.00
1981-08-28,403.00
1981-08-29,664.00
1981-08-30,664.00
1981-08-31,718.00
1981-09-01,718.00
1981-09-02,846.00
1981-09-03,1070.00
1981-09-04,812.00
1981-09-05,664.00
1981-09-06,640.00
1981-09-07,634.00
1981-09-08,604.00
1981-09-09,552.00
1981-09-10,439.00
1981-09-11,385.00
1981-09-12,439.00
1981-09-13,495.00
1981-09-14,500.00
1981-09-15,475.00
1981-09-16,457.00
1981-09-17,448.00
1981-09-18,444.00
1981-09-19,412.00
1981-09-20,475.00
1981-09-21,552.00
1981-09-22,724.00
1981-09-23,818.00
1981-09-24,646.00
1981-09-25,558.00
1981-09-26,547.00
1981-09-27,706.00
1981-09-28,972.00
1981-09-29,1025.00
1981-09-30,958.00
1981-10-01,895.00
1981-10-02,1070.00
1981-10-03,958.00
1981-10-04,779.00
1981-10-05,730.00
1981-10-06,825.00
1981-10-07,1018.00
1981-10-08,1306.00
1981-10-09,1155.00
1981-10-10,1033.00
1981-10-11,980.00
1981-10-12,944.00
1981-10-13,989.00
1981-10-14,1193.00
1981-10-15,1827.00
1981-10-16,2297.00
1981-10-17,2700.00
1981-10-18,2452.00
1981-10-19,2275.00
1981-10-20,2315.00
1981-10-21,2329.00
1981-10-22,2343.00
1981-10-23,2275.00
1981-10-24,2315.00
1981-10-25,2329.00
1981-10-26,2289.00
1981-10-27,2225.00
1981-10-28,2188.00
1981-10-29,2213.00
1981-10-30,2188.00
1981-10-31,2162.00
1981-11-01,2162.00
1981-11-02,2200.00
1981-11-03,2188.00
1981-11-04,2125.00
1981-11-05,2100.00
1981-11-06,2113.00
1981-11-07,2088.00
1981-11-08,2063.00
1981-11-09,2188.00
1981-11-10,2100.00
1981-11-11,2000.00
1981-11-12,2063.00
1981-11-13,2125.00
1981-11-14,2162.00
1981-11-15,2250.00
1981-11-16,2329.00
1981-11-17,2410.00
1981-11-18,2480.00
1981-11-19,2438.00
1981-11-20,2410.00
1981-11-21,2383.00
1981-11-22,2343.00
1981-11-23,2302.00
1981-11-24,2263.00
1981-11-25,2225.00
1981-11-26,2188.00
1981-11-27,2150.00
1981-11-28,2113.00
1981-11-29,2075.00
1981-11-30,2025.00
1981-12-01,2000.00
1981-12-02,1900.00
1981-12-03,1888.00
1981-12-04,3399.00
1981-12-05,2383.00
1981-12-06,3274.00
1981-12-07,3649.00
1981-12-08,3076.00
1981-12-09,2685.00
1981-12-10,1602.00
1981-12-11,2302.00
1981-12-12,2138.00
1981-12-13,1988.00
1981-12-14,1913.00
1981-12-15,1900.00
1981-12-16,1875.00
1981-12-17,1764.00
1981-12-18,1731.00
1981-12-19,1764.00
1981-12-20,2438.00
1981-12-21,2396.00
1981-12-22,2138.00
1981-12-23,1988.00
1981-12-24,1925.00
1981-12-25,1888.00
1981-12-26,1863.00
1981-12-27,1863.00
1981-12-28,1800.00
1981-12-29,1720.00
1981-12-30,1592.00
1981-12-31,1365.00
1982-01-01,1221.00
1982-01-02,1147.00
1982-01-03,1048.00
1982-01-04,1025.00
1982-01-05,923.00
1982-01-06,724.00
1982-01-07,1613.00
1982-01-08,1613.00
1982-01-09,1742.00
1982-01-10,1975.00
1982-01-11,2125.00
1982-01-12,2088.00
1982-01-13,2025.00
1982-01-14,2100.00
1982-01-15,2302.00
1982-01-16,3408.00
1982-01-17,3357.00
1982-01-18,2914.00
1982-01-19,2289.00
1982-01-20,1875.00
1982-01-21,1623.00
1982-01-22,1470.00
1982-01-23,1340.00
1982-01-24,3459.00
1982-01-25,9620.00
1982-01-26,9050.00
1982-01-27,6454.00
1982-01-28,5792.00
1982-01-29,4918.00
1982-01-30,4223.00
1982-01-31,3748.00
1982-02-01,3476.00
1982-02-02,3340.00
1982-02-03,3158.00
1982-02-04,3126.00
1982-02-05,2610.00
1982-02-06,2175.00
1982-02-07,2013.00
1982-02-08,1975.00
1982-02-09,1825.00
1982-02-10,1720.00
1982-02-11,1530.00
1982-02-12,1540.00
1982-02-13,1644.00
1982-02-14,1830.00
1982-02-15,3814.00
1982-02-16,8099.00
1982-02-17,10820.00
1982-02-18,11716.00
1982-02-19,11398.00
1982-02-20,10956.00
1982-02-21,14776.00
1982-02-22,21464.00
1982-02-23,21244.00
1982-02-24,17480.00
1982-02-25,14884.00
1982-02-26,12688.00
1982-02-27,10616.00
1982-02-28,8960.00
1982-03-01,8205.00
1982-03-02,5330.00
1982-03-03,6610.00
1982-03-04,6334.00
1982-03-05,5850.00
1982-03-06,5636.00
1982-03-07,5449.00
1982-03-08,5059.00
1982-03-09,4863.00
1982-03-10,4922.00
1982-03-11,6107.00
1982-03-12,6852.00
1982-03-13,6840.00
1982-03-14,6434.00
1982-03-15,6018.00
1982-03-16,5556.00
1982-03-17,5125.00
1982-03-18,4795.00
1982-03-19,4556.00
1982-03-20,4417.00
1982-03-21,4164.00
1982-03-22,3944.00
1982-03-23,3198.00
1982-03-24,2598.00
1982-03-25,2684.00
1982-03-26,3053.00
1982-03-27,3002.00
1982-03-28,3024.00
1982-03-29,3128.00
1982-03-30,2858.00
1982-03-31,2421.00
1982-04-01,2208.00
1982-04-02,2075.00
1982-04-03,1942.00
1982-04-04,1809.00
1982-04-05,1490.00
1982-04-06,1212.00
1982-04-07,1212.00
1982-04-08,1255.00
1982-04-09,1236.00
1982-04-10,1278.00
1982-04-11,1429.00
1982-04-12,1802.00
1982-04-13,2379.00
1982-04-14,3000.00
1982-04-15,2767.00
1982-04-16,2476.00
1982-04-17,2417.00
1982-04-18,2198.00
1982-04-19,2112.00
1982-04-20,1842.00
1982-04-21,1481.00
1982-04-22,1255.00
1982-04-23,1125.00
1982-04-24,1048.00
1982-04-25,1025.00
1982-04-26,987.00
1982-04-27,980.00
1982-04-28,980.00
1982-04-29,980.00
1982-04-30,972.00
1982-05-01,980.00
1982-05-02,980.00
1982-05-03,987.00
1982-05-04,958.00
1982-05-05,895.00
1982-05-06,902.00
1982-05-07,912.00
1982-05-08,1037.00
1982-05-09,1168.00
1982-05-10,1526.00
1982-05-11,1784.00
1982-05-12,1916.00
1982-05-13,2112.00
1982-05-14,2824.00
1982-05-15,3255.00
1982-05-16,3753.00
1982-05-17,4718.00
1982-05-18,5871.00
1982-05-19,6476.00
1982-05-20,6588.00
1982-05-21,6424.00
1982-05-22,6746.00
1982-05-23,7820.00
1982-05-24,8587.00
1982-05-25,8535.00
1982-05-26,9320.00
1982-05-27,10361.00
1982-05-28,8961.00
1982-05-29,7186.00
1982-05-30,6270.00
1982-05-31,5846.00
1982-06-01,5587.00
1982-06-02,5595.00
1982-06-03,5544.00
1982-06-04,5339.00
1982-06-05,4441.00
1982-06-06,3478.00
1982-06-07,2936.00
1982-06-08,2385.00
1982-06-09,1673.00
1982-06-10,1216.00
1982-06-11,1121.00
1982-06-12,1400.00
1982-06-13,2261.00
1982-06-14,3037.00
1982-06-15,3649.00
1982-06-16,4764.00
1982-06-17,5692.00
1982-06-18,6300.00
1982-06-19,7905.00
1982-06-20,9535.00
1982-06-21,10120.00
1982-06-22,10175.00
1982-06-23,9231.00
1982-06-24,7756.00
1982-06-25,6218.00
1982-06-26,5111.00
1982-06-27,4649.00
1982-06-28,4575.00
1982-06-29,4344.00
1982-06-30,4607.00
1982-07-01,5140.00
1982-07-02,4719.00
1982-07-03,4007.00
1982-07-04,3527.00
1982-07-05,3407.00
1982-07-06,3066.00
1982-07-07,2581.00
1982-07-08,1898.00
1982-07-09,1366.00
1982-07-10,1006.00
1982-07-11,769.00
1982-07-12,866.00
1982-07-13,869.00
1982-07-14,684.00
1982-07-15,701.00
1982-07-16,734.00
1982-07-17,765.00
1982-07-18,716.00
1982-07-19,691.00
1982-07-20,667.00
1982-07-21,611.00
1982-07-22,990.00
1982-07-23,873.00
1982-07-24,661.00
1982-07-25,614.00
1982-07-26,642.00
1982-07-27,611.00
1982-07-28,457.00
1982-07-29,359.00
1982-07-30,475.00
1982-07-31,618.00
1982-08-01,716.00
1982-08-02,677.00
1982-08-03,634.00
1982-08-04,542.00
1982-08-05,446.00
1982-08-06,389.00
1982-08-07,383.00
1982-08-08,410.00
1982-08-09,460.00
1982-08-10,477.00
1982-08-11,589.00
1982-08-12,820.00
1982-08-13,760.00
1982-08-14,704.00
1982-08-15,644.00
1982-08-16,600.00
1982-08-17,542.00
1982-08-18,450.00
1982-08-19,484.00
1982-08-20,601.00
1982-08-21,550.00
1982-08-22,523.00
1982-08-23,489.00
1982-08-24,425.00
1982-08-25,397.00
1982-08-26,435.00
1982-08-27,474.00
1982-08-28,434.00
1982-08-29,508.00
1982-08-30,738.00
1982-08-31,861.00
1982-09-01,884.00
1982-09-02,687.00
1982-09-03,567.00
1982-09-04,560.00
1982-09-05,670.00
1982-09-06,862.00
1982-09-07,975.00
1982-09-08,903.00
1982-09-09,696.00
1982-09-10,676.00
1982-09-11,863.00
1982-09-12,798.00
1982-09-13,876.00
1982-09-14,983.00
1982-09-15,757.00
1982-09-16,636.00
1982-09-17,691.00
1982-09-18,607.00
1982-09-19,648.00
1982-09-20,820.00
1982-09-21,931.00
1982-09-22,830.00
1982-09-23,768.00
1982-09-24,754.00
1982-09-25,901.00
1982-09-26,1305.00
1982-09-27,1492.00
1982-09-28,1256.00
1982-09-29,1113.00
1982-09-30,1198.00
1982-10-01,972.00
1982-10-02,943.00
1982-10-03,728.00
1982-10-04,679.00
1982-10-05,630.00
1982-10-06,647.00
1982-10-07,647.00
1982-10-08,652.00
1982-10-09,741.00
1982-10-10,626.00
1982-10-11,625.00
1982-10-12,607.00
1982-10-13,630.00
1982-10-14,665.00
1982-10-15,700.00
1982-10-16,894.00
1982-10-17,993.00
1982-10-18,1128.00
1982-10-19,1831.00
1982-10-20,2217.00
1982-10-21,2278.00
1982-10-22,2495.00
1982-10-23,2493.00
1982-10-24,2547.00
1982-10-25,2560.00
1982-10-26,2558.00
1982-10-27,2457.00
1982-10-28,2427.00
1982-10-29,2627.00
1982-10-30,2930.00
1982-10-31,2847.00
1982-11-01,2659.00
1982-11-02,2567.00
1982-11-03,2559.00
1982-11-04,2448.00
1982-11-05,2402.00
1982-11-06,2307.00
1982-11-07,2307.00
1982-11-08,2350.00
1982-11-09,2320.00
1982-11-10,2165.00
1982-11-11,2163.00
1982-11-12,2183.00
1982-11-13,2187.00
1982-11-14,2140.00
1982-11-15,2110.00
1982-11-16,2048.00
1982-11-17,2099.00
1982-11-18,2212.00
1982-11-19,2488.00
1982-11-20,2561.00
1982-11-21,2378.00
1982-11-22,2265.00
1982-11-23,2191.00
1982-11-24,2055.00
1982-11-25,2005.00
1982-11-26,1997.00
1982-11-27,2022.00
1982-11-28,2044.00
1982-11-29,2014.00
1982-11-30,1999.00
1982-12-01,2007.00
1982-12-02,2169.00
1982-12-03,2499.00
1982-12-04,2869.00
1982-12-05,3259.00
1982-12-06,3707.00
1982-12-07,4191.00
1982-12-08,3428.00
1982-12-09,2700.00
1982-12-10,2276.00
1982-12-11,1882.00
1982-12-12,1511.00
1982-12-13,1427.00
1982-12-14,1460.00
1982-12-15,1532.00
1982-12-16,1499.00
1982-12-17,2796.00
1982-12-18,2671.00
1982-12-19,2565.00
1982-12-20,2079.00
1982-12-21,2180.00
1982-12-22,2020.00
1982-12-23,1917.00
1982-12-24,1851.00
1982-12-25,1702.00
1982-12-26,1663.00
1982-12-27,1632.00
1982-12-28,1362.00
1982-12-29,1206.00
1982-12-30,1159.00
1982-12-31,1148.00
1983-01-01,1171.00
1983-01-02,1193.00
1983-01-03,1220.00
1983-01-04,1261.00
1983-01-05,1706.00
1983-01-06,4216.00
1983-01-07,5878.00
1983-01-08,6285.00
1983-01-09,9244.00
1983-01-10,9001.00
1983-01-11,9539.00
1983-01-12,9944.00
1983-01-13,8065.00
1983-01-14,6730.00
1983-01-15,5792.00
1983-01-16,5071.00
1983-01-17,4519.00
1983-01-18,4219.00
1983-01-19,4197.00
1983-01-20,4117.00
1983-01-21,3897.00
1983-01-22,3579.00
1983-01-23,3364.00
1983-01-24,3247.00
1983-01-25,3328.00
1983-01-26,3343.00
1983-01-27,4745.00
1983-01-28,5293.00
1983-01-29,4544.00
1983-01-30,4280.00
1983-01-31,4041.00
1983-02-01,3782.00
1983-02-02,3488.00
1983-02-03,3020.00
1983-02-04,2686.00
1983-02-05,2471.00
1983-02-06,2282.00
1983-02-07,2202.00
1983-02-08,2145.00
1983-02-09,2093.00
1983-02-10,2069.00
1983-02-11,2054.00
1983-02-12,2410.00
1983-02-13,3237.00
1983-02-14,3465.00
1983-02-15,2922.00
1983-02-16,2839.00
1983-02-17,3168.00
1983-02-18,5897.00
1983-02-19,7018.00
1983-02-20,5911.00
1983-02-21,5839.00
1983-02-22,5641.00
1983-02-23,5939.00
1983-02-24,6408.00
1983-02-25,7307.00
1983-02-26,8193.00
1983-02-27,8608.00
1983-02-28,8488.00
1983-03-01,8218.00
1983-03-02,7794.00
1983-03-03,7624.00
1983-03-04,6964.00
1983-03-05,6478.00
1983-03-06,6230.00
1983-03-07,6132.00
1983-03-08,6940.00
1983-03-09,7228.00
1983-03-10,10342.00
1983-03-11,14085.00
1983-03-12,15740.00
1983-03-13,15183.00
1983-03-14,15661.00
1983-03-15,15518.00
1983-03-16,13498.00
1983-03-17,11431.00
1983-03-18,9973.00
1983-03-19,8990.00
1983-03-20,7160.00
1983-03-21,6735.00
1983-03-22,6154.00
1983-03-23,5308.00
1983-03-24,5215.00
1983-03-25,5019.00
1983-03-26,4903.00
1983-03-27,4691.00
1983-03-28,4487.00
1983-03-29,4139.00
1983-03-30,6058.00
1983-03-31,7375.00
1983-04-01,6342.00
1983-04-02,6222.00
1983-04-03,5988.00
1983-04-04,5340.00
1983-04-05,4767.00
1983-04-06,4221.00
1983-04-07,4041.00
1983-04-08,3912.00
1983-04-09,4048.00
1983-04-10,3756.00
1983-04-11,3519.00
1983-04-12,3215.00
1983-04-13,3129.00
1983-04-14,2908.00
1983-04-15,2756.00
1983-04-16,2749.00
1983-04-17,3055.00
1983-04-18,3359.00
1983-04-19,3709.00
1983-04-20,4500.00
1983-04-21,5355.00
1983-04-22,6038.00
1983-04-23,6634.00
1983-04-24,6596.00
1983-04-25,7166.00
1983-04-26,6771.00
1983-04-27,5975.00
1983-04-28,5453.00
1983-04-29,5038.00
1983-04-30,4708.00
1983-05-01,5048.00
1983-05-02,5493.00
1983-05-03,5633.00
1983-05-04,5468.00
1983-05-05,5198.00
1983-05-06,6403.00
1983-05-07,7020.00
1983-05-08,6863.00
1983-05-09,6608.00
1983-05-10,5856.00
1983-05-11,5164.00
1983-05-12,4672.00
1983-05-13,3884.00
1983-05-14,3407.00
1983-05-15,3415.00
1983-05-16,3350.00
1983-05-17,2945.00
1983-05-18,2635.00
1983-05-19,2681.00
1983-05-20,2763.00
1983-05-21,3007.00
1983-05-22,4356.00
1983-05-23,5318.00
1983-05-24,5551.00
1983-05-25,6017.00
1983-05-26,6740.00
1983-05-27,7122.00
1983-05-28,7627.00
1983-05-29,8972.00
1983-05-30,10510.00
1983-05-31,12195.00
1983-06-01,13654.00
1983-06-02,13813.00
1983-06-03,12359.00
1983-06-04,10557.00
1983-06-05,8473.00
1983-06-06,7054.00
1983-06-07,6361.00
1983-06-08,4941.00
1983-06-09,4379.00
1983-06-10,4241.00
1983-06-11,4323.00
1983-06-12,4842.00
1983-06-13,4927.00
1983-06-14,4470.00
1983-06-15,3474.00
1983-06-16,2477.00
1983-06-17,1903.00
1983-06-18,1418.00
1983-06-19,1355.00
1983-06-20,1373.00
1983-06-21,1112.00
1983-06-22,866.00
1983-06-23,695.00
1983-06-24,716.00
1983-06-25,776.00
1983-06-26,788.00
1983-06-27,962.00
1983-06-28,1190.00
1983-06-29,1006.00
1983-06-30,1104.00
1983-07-01,1363.00
1983-07-02,1480.00
